Total time elapsed: 0.0084	Time updating: 0.0000	Time rendering: 0.0026	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0053	Time updating: 0.0000	Time rendering: 0.0040	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0063	Time updating: 0.0000	Time rendering: 0.0029	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0053	Time updating: 0.0000	Time rendering: 0.0034	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0066	Time updating: 0.0000	Time rendering: 0.0077	Time Sleeping: 0.0015	FPS: 112
Total time elapsed: 0.0103	Time updating: 0.0000	Time rendering: 0.0059	Time Sleeping: 0.0011	FPS: 112
Total time elapsed: 0.0081	Time updating: 0.0000	Time rendering: 0.0062	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0081	Time updating: 0.0000	Time rendering: 0.0080	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0101	Time updating: 0.0000	Time rendering: 0.0061	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0080	Time updating: 0.0000	Time rendering: 0.0026	Time Sleeping: 0.0027	FPS: 112
Total time elapsed: 0.0064	Time updating: 0.0000	Time rendering: 0.0080	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0101	Time updating: 0.0000	Time rendering: 0.0024	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0074	Time updating: 0.0000	Time rendering: 0.0072	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0091	Time updating: 0.0000	Time rendering: 0.0033	Time Sleeping: 0.0040	FPS: 112
Total time elapsed: 0.0081	Time updating: 0.0000	Time rendering: 0.0082	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0100	Time updating: 0.0000	Time rendering: 0.0024	Time Sleeping: 0.0014	FPS: 112
Total time elapsed: 0.0048	Time updating: 0.0000	Time rendering: 0.0108	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0130	Time updating: 0.0000	Time rendering: 0.0028	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0050	Time updating: 0.0000	Time rendering: 0.0061	Time Sleeping: 0.0016	FPS: 112
Total time elapsed: 0.0089	Time updating: 0.0000	Time rendering: 0.0035	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0056	Time updating: 0.0001	Time rendering: 0.0026	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0050	Time updating: 0.0000	Time rendering: 0.0084	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0106	Time updating: 0.0000	Time rendering: 0.0032	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0053	Time updating: 0.0000	Time rendering: 0.0079	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0100	Time updating: 0.0000	Time rendering: 0.0032	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0052	Time updating: 0.0000	Time rendering: 0.0069	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0090	Time updating: 0.0000	Time rendering: 0.0075	Time Sleeping: 0.0042	FPS: 112
Total time elapsed: 0.0124	Time updating: 0.0000	Time rendering: 0.0053	Time Sleeping: 0.0013	FPS: 112
Total time elapsed: 0.0073	Time updating: 0.0000	Time rendering: 0.0025	Time Sleeping: 0.0012	FPS: 112
Total time elapsed: 0.0046	Time updating: 0.0000	Time rendering: 0.0077	Time Sleeping: 0.0011	FPS: 112
Total time elapsed: 0.0096	Time updating: 0.0000	Time rendering: 0.0029	Time Sleeping: 0.0013	FPS: 112
